500 38.905910 0.469978 61.091080 -6.010959 -17.535671 0.891483 0.000000
1000 26.992710 0.438831 50.351921 -5.591684 -18.984316 0.777959 0.000000
1500 34.330853 0.456764 52.213875 -3.644481 -15.648809 0.953503 0.000000
2000 36.309307 0.192821 59.649445 -7.444912 -16.870777 0.782729 0.000000
2500 20.014959 1.468482 44.626286 -6.736814 -20.269581 0.926585 0.000000
3000 28.411415 0.392006 51.920025 -6.543229 -18.417088 1.059699 0.000000
3500 38.930260 0.528052 59.641144 -7.642875 -14.412966 0.816902 0.000000
4000 31.741529 0.407187 49.910633 -5.585175 -13.816828 0.825711 0.000000
4500 40.648476 0.610584 60.409443 -6.288115 -14.954903 0.871468 0.000000
5000 36.895798 0.409944 54.404247 -3.779060 -15.051849 0.912516 0.000000
500 25.632645 0.517781 42.553280 -0.298595 -17.998463 0.858642 0.000000
1000 25.357603 0.306498 43.499718 -0.258136 -19.196325 1.005847 0.000000
1500 32.763092 0.429849 49.613708 -0.320669 -17.867214 0.907418 0.000000
2000 33.598309 0.471607 54.395107 -0.471885 -21.863556 1.067037 0.000000
2500 33.503342 1.294142 52.190048 -0.450230 -20.426130 0.895509 0.000000
3000 33.005592 0.612043 49.721718 -0.439400 -17.793493 0.904724 0.000000
3500 33.112595 0.402089 50.511662 -0.669881 -18.164139 1.032862 0.000000
4000 28.337664 0.300240 46.623917 -0.426477 -18.993259 0.833242 0.000000
4500 35.052292 1.086718 52.029495 -0.279281 -19.020252 1.235612 0.000000
5000 36.282402 0.467818 55.454617 -0.514794 -20.182255 1.057016 0.000000
500 43.083324 0.680819 57.112881 -0.408366 -15.433154 1.131144 0.000000
1000 40.080574 1.079623 55.455193 -0.313204 -17.257202 1.116163 0.000000
1500 37.248123 0.766334 54.074062 -0.335286 -18.283409 1.026421 0.000000
2000 37.633862 0.480103 52.577293 -0.320266 -16.205835 1.102566 0.000000
2500 32.576874 0.974103 49.171974 -1.162035 -17.687914 1.280746 0.000000
3000 36.568146 0.382714 55.620914 -0.373973 -19.958611 0.897104 0.000000
3500 37.062416 1.889241 50.727425 -0.372199 -16.536108 1.354056 0.000000
4000 34.015324 0.639611 55.692036 -0.281108 -23.350744 1.315531 0.000000
4500 31.970615 0.529940 49.961338 -0.285346 -19.217218 0.981900 0.000000
5000 32.217793 1.342075 51.171211 -0.248028 -20.957893 0.910427 0.000000
500 30.967321 0.425633 52.035023 -7.478637 -14.869251 0.854555 0.000000
1000 35.735390 0.390016 57.792587 -6.283341 -17.100826 0.936956 0.000000
1500 22.784773 0.488309 49.748966 -7.923682 -20.415993 0.887174 0.000000
2000 23.971323 0.811854 48.727215 -7.233666 -19.200573 0.866491 0.000000
2500 19.186440 0.487906 45.483604 -9.820515 -17.783562 0.819004 0.000000
3000 23.393986 0.313554 50.475876 -8.338511 -19.748531 0.691597 0.000000
3500 26.646095 0.505264 52.460670 -6.115797 -21.045650 0.841605 0.000000
4000 17.580538 0.347531 40.969875 -7.680202 -16.881607 0.824941 0.000000
4500 37.021412 0.686646 53.561310 -4.806443 -13.185732 0.765628 0.000000
5000 25.721439 0.492310 51.837051 -6.680556 -20.692060 0.764696 0.000000
500 38.844639 0.430895 53.167614 -0.323809 -15.601131 1.171069 0.000000
1000 38.855518 0.357693 51.285919 -0.185898 -13.638233 1.036036 0.000000
1500 33.345722 0.316755 55.367981 -0.210183 -23.118706 0.989871 0.000000
2000 26.527370 0.644381 44.669720 -0.215424 -19.587616 1.016308 0.000000
2500 46.004665 0.546913 61.592293 -0.253978 -16.888758 1.008198 0.000000
3000 33.128731 0.495969 57.032974 -4.590370 -20.877954 1.068114 0.000000
3500 33.926735 0.443579 57.746891 -3.457167 -21.807692 1.001123 0.000000
4000 35.365376 1.113773 55.869884 -3.324130 -19.186762 0.892613 0.000000
4500 23.787260 0.636502 49.702511 -3.582003 -24.161030 1.191279 0.000000
5000 34.055698 0.724961 57.992489 -3.677843 -22.232050 1.248142 0.000000
500 21.282763 0.503676 45.713127 -3.821194 -21.861071 0.748223 0.000000
1000 29.551373 0.478040 52.405991 -3.378615 -20.810780 0.856738 0.000000
1500 26.073109 0.511468 49.765408 -1.566767 -23.463711 0.826714 0.000000
2000 27.500744 0.606189 50.655693 -3.801732 -20.860584 0.901177 0.000000
2500 15.638998 0.347521 41.700298 -3.823449 -23.385185 0.799811 0.000000
3000 20.460247 0.526257 44.685192 -4.359922 -21.141201 0.749920 0.000000
3500 17.119413 0.422868 38.856060 -3.374126 -19.540945 0.755558 0.000000
4000 21.740135 0.398154 41.857685 -4.171534 -17.098969 0.754798 0.000000
4500 11.218051 0.459350 35.200809 -3.423779 -21.756540 0.738209 0.000000
5000 13.374076 0.241849 37.607204 -5.827638 -19.372284 0.724945 0.000000
500 28.590748 0.422677 56.896034 -7.771353 -21.781809 0.825201 0.000000
1000 18.527521 0.399099 41.946663 -8.092536 -16.639086 0.913383 0.000000
1500 20.589970 0.612975 47.611809 -8.783758 -19.673128 0.822074 0.000000
2000 27.061117 0.625794 53.771061 -8.779915 -19.364344 0.808521 0.000000
2500 23.185020 0.591057 47.039742 -8.023811 -17.201687 0.779721 0.000000
3000 19.404737 0.716435 45.971733 -6.997834 -21.120546 0.834949 0.000000
3500 18.733566 1.854342 43.923923 -7.889670 -19.985483 0.830453 0.000000
4000 22.384089 1.271710 48.091125 -6.900487 -20.964140 0.885880 0.000000
4500 13.428902 0.326260 38.589588 -7.899496 -18.428165 0.840715 0.000000
5000 15.881889 0.320541 42.793095 -7.681251 -20.470598 0.920103 0.000000
500 23.424147 0.650502 51.494926 -7.158837 -22.369160 0.806715 0.000000
1000 16.690380 0.332696 42.731667 -8.389683 -18.801121 0.816821 0.000000
1500 13.242599 0.624553 38.180424 -8.324331 -18.099566 0.861519 0.000000
2000 21.494284 0.493655 47.144539 -4.826313 -22.126492 0.808894 0.000000
2500 17.971653 0.499068 46.929867 -6.116379 -24.415522 1.074618 0.000000
3000 25.726341 0.402022 48.102554 -6.620212 -17.066055 0.908032 0.000000
3500 5.570842 0.398295 32.609818 -7.768424 -20.583254 0.914407 0.000000
4000 19.159567 2.595880 45.132946 -7.675410 -21.798775 0.904929 0.000000
4500 13.939235 1.174169 42.208672 -8.901550 -21.493294 0.951240 0.000000
5000 13.058142 1.015373 41.410694 -7.321941 -23.047348 1.001363 0.000000
500 33.825027 0.306308 56.741138 -2.889809 -21.664465 1.331855 0.000000
1000 28.698751 0.472079 49.879295 -2.775196 -19.756321 0.878893 0.000000
1500 21.377302 0.439364 44.660191 -3.525482 -21.048109 0.851337 0.000000
2000 20.673878 0.493576 43.581844 -3.277084 -21.159275 1.034816 0.000000
2500 28.035400 0.378709 51.085976 -2.417840 -22.012539 1.001094 0.000000
3000 33.574100 0.493082 49.719677 -3.518034 -14.091373 0.970744 0.000000
3500 28.768698 1.706966 45.570267 -1.969464 -17.488445 0.949373 0.000000
4000 26.129927 0.156283 49.352127 -2.222698 -22.095442 0.939656 0.000000
4500 32.017780 0.375962 53.675674 -1.581522 -21.407465 0.955129 0.000000
5000 32.790844 0.440289 52.967510 -0.392385 -21.345997 1.121426 0.000000
500 25.212051 0.338021 49.624104 -0.466087 -25.260824 0.976840 0.000000
1000 25.183435 0.571936 45.439651 -0.649632 -21.347179 1.168658 0.000000
1500 38.997517 0.587900 52.705009 -0.705408 -14.745670 1.155691 0.000000
2000 40.313618 0.836319 56.894142 -0.330163 -18.092342 1.005662 0.000000
2500 35.303185 0.309143 55.693138 -0.442931 -21.235016 0.978851 0.000000
3000 28.237129 0.344907 50.973278 -0.426101 -23.729362 1.074409 0.000000
3500 25.389587 0.820969 46.785748 -0.284909 -22.971216 1.038996 0.000000
4000 30.014065 0.662463 49.487789 -0.842858 -20.204487 0.911155 0.000000
4500 25.991070 0.416381 47.230686 -0.406246 -22.177334 0.927582 0.000000
5000 31.115492 0.550748 53.435841 -0.459484 -23.402107 0.990496 0.000000
500 19.266336 1.361596 45.045143 -8.094027 -19.778698 0.732321 0.000000
1000 12.609273 0.540116 42.586147 -8.927463 -22.448387 0.858861 0.000000
1500 14.265627 0.438262 42.656738 -9.235541 -20.356148 0.762315 0.000000
2000 14.919564 0.401148 43.990887 -8.258892 -21.973881 0.760301 0.000000
2500 17.025091 0.229490 47.200615 -9.625152 -21.567322 0.787463 0.000000
3000 8.254397 0.260666 38.564743 -8.591611 -22.710590 0.731189 0.000000
3500 20.627621 0.538485 47.049252 -7.314226 -20.413849 0.767955 0.000000
4000 15.238543 0.338330 44.113682 -7.859756 -22.107414 0.753702 0.000000
4500 8.855847 0.489597 38.448765 -7.953192 -22.962315 0.832992 0.000000
5000 3.185959 0.807699 36.502327 -9.572976 -25.372955 0.821866 0.000000
500 21.293884 0.383310 42.462994 -5.571321 -16.610107 0.629010 0.000000
1000 15.008061 0.303941 45.017422 -6.297055 -24.727436 0.711190 0.000000
1500 12.993420 0.329680 41.427719 -7.433260 -22.025635 0.694912 0.000000
2000 18.461927 0.270469 44.671036 -8.227147 -18.959784 0.707351 0.000000
2500 19.302526 0.254574 45.978031 -6.482211 -21.101362 0.653497 0.000000
3000 23.082520 0.524593 52.558731 -8.349362 -22.402069 0.750625 0.000000
3500 21.792484 0.383143 51.794567 -6.395260 -24.746367 0.756399 0.000000
4000 22.306807 0.527963 49.178066 -6.586422 -21.649240 0.836440 0.000000
4500 19.166023 0.551758 46.372177 -5.464402 -23.036942 0.743432 0.000000
5000 22.582712 0.552823 49.095673 -6.297353 -21.553860 0.785430 0.000000
500 14.486812 0.471714 40.637825 -7.668833 -19.705477 0.751584 0.000000
1000 4.786633 0.465079 35.084396 -7.577407 -23.949547 0.764111 0.000000
1500 14.071549 0.475003 40.284454 -8.650237 -18.700783 0.663113 0.000000
2000 8.800002 0.493017 34.677967 -9.257025 -17.877819 0.763864 0.000000
2500 3.870267 0.351249 34.363598 -7.576686 -24.071051 0.803157 0.000000
3000 23.568718 0.552852 48.590271 -6.651278 -19.747475 0.824349 0.000000
3500 12.265534 0.305919 37.701305 -6.397067 -20.096882 0.752257 0.000000
4000 17.113907 0.487048 45.839806 -6.406806 -23.711040 0.904899 0.000000
4500 9.357371 0.515893 37.540340 -5.721025 -23.856737 0.878904 0.000000
5000 36.587357 0.760069 55.023502 -5.424542 -14.638829 0.867157 0.000000
500 33.017441 0.380297 52.629581 -2.653462 -18.226477 0.887498 0.000000
1000 19.463278 0.280724 49.253517 -8.550079 -22.506845 0.985962 0.000000
1500 23.846779 0.201999 51.543846 -9.270473 -19.335863 0.707269 0.000000
2000 26.309244 0.602283 48.946060 -6.386909 -17.545929 0.693739 0.000000
2500 20.168852 0.253240 47.994564 -7.224772 -21.605247 0.751070 0.000000
3000 8.398965 0.377767 39.107712 -8.921330 -22.966248 0.801064 0.000000
3500 17.371099 0.271502 45.667305 -8.580368 -20.736471 0.749131 0.000000
4000 11.644806 0.295640 43.127426 -8.342632 -24.203943 0.768316 0.000000
4500 19.923769 0.668702 44.155682 -7.538513 -18.146978 0.784878 0.000000
5000 19.933290 0.533913 48.015354 -6.810460 -22.612066 0.806549 0.000000
500 5.762197 0.475596 38.074776 -10.819880 -22.691936 0.723641 0.000000
1000 10.282190 0.610505 38.998367 -7.783520 -22.225943 0.682781 0.000000
1500 8.880977 0.249584 40.762283 -8.649974 -24.219854 0.738938 0.000000
2000 8.896412 0.315252 38.437908 -7.912169 -22.671619 0.727042 0.000000
2500 7.408372 0.389275 31.928518 -6.550564 -19.144791 0.785932 0.000000
3000 23.168352 0.691163 53.320747 -7.687214 -23.843227 0.686883 0.000000
