500 122.746071 0.000000 0.000000 0.224504 146.513123 -12.715969 -11.973121 0.697541 0.000000
1000 113.766937 0.000000 0.000000 0.159508 138.669601 -12.703878 -13.129763 0.771461 0.000000
1500 110.761688 0.000000 0.000000 0.029059 135.333740 -12.775772 -12.504992 0.679656 0.000000
2000 109.897217 0.000000 0.000000 0.082305 135.007523 -12.838553 -13.170057 0.815999 0.000000
2500 101.446747 0.000000 0.000000 0.086242 127.330795 -12.846705 -13.937256 0.813671 0.000000
3000 102.676689 0.000000 0.000000 0.125838 127.661041 -12.863086 -12.992769 0.745662 0.000000
3500 97.964005 0.000000 0.000000 0.166087 122.286339 -12.899158 -12.447096 0.857832 0.000000
4000 93.183525 0.000000 0.000000 0.114484 119.794434 -12.860411 -14.694988 0.830009 0.000000
4500 94.281952 0.000000 0.000000 0.172306 120.131630 -12.838087 -13.995587 0.811699 0.000000
5000 95.608734 0.000000 0.000000 0.273919 120.403786 -12.836008 -13.011245 0.778283 0.000000
5500 90.989548 0.000000 0.000000 0.132607 116.801071 -12.832572 -13.857512 0.745955 0.000000
6000 95.117599 0.000000 0.000000 0.284463 119.354729 -12.877447 -12.391554 0.747415 0.000000
6500 127.179474 0.000000 0.000000 0.805287 155.258804 -14.433360 -15.237288 0.786042 0.000000
7000 109.094391 0.000000 0.000000 0.446259 137.308182 -14.895096 -14.506811 0.741861 0.000000
7500 100.353905 0.000000 0.000000 0.404298 130.078659 -14.874306 -15.957031 0.702282 0.000000
8000 101.584831 0.000000 0.000000 0.152271 131.788696 -14.911587 -16.123264 0.678717 0.000000
8500 97.538322 0.000000 0.000000 0.171967 128.557358 -14.923985 -17.000237 0.733212 0.000000
9000 101.759895 0.000000 0.000000 0.155672 132.161713 -14.895232 -16.374788 0.712529 0.000000
9500 101.253319 0.000000 0.000000 0.240824 131.870071 -14.968148 -16.542572 0.653141 0.000000
10000 93.131683 0.000000 0.000000 0.451203 122.958321 -14.032292 -16.906059 0.660514 0.000000
10500 82.190636 0.000000 0.000000 0.110009 106.099525 -8.447759 -16.314425 0.743284 0.000000
11000 78.023613 0.000000 0.000000 0.346776 101.342873 -9.469869 -15.022204 0.826036 0.000000
11500 72.882607 0.000000 0.000000 0.175039 97.153923 -10.496334 -14.682940 0.732920 0.000000
12000 81.973656 0.000000 0.000000 0.147876 103.720291 -9.133487 -13.496419 0.735400 0.000000
12500 73.706169 0.000000 0.000000 0.069209 96.060143 -7.654884 -15.413486 0.645197 0.000000
13000 80.884407 0.000000 0.000000 1.486322 100.578911 -7.518866 -14.446343 0.784384 0.000000
13500 79.032806 0.000000 0.000000 0.764308 100.276512 -8.000682 -14.709102 0.701768 0.000000
14000 81.928825 0.000000 0.000000 0.191809 107.894707 -7.628777 -19.285828 0.756913 0.000000
14500 84.338837 0.000000 0.000000 0.157805 105.521332 -6.463475 -15.547260 0.670437 0.000000
15000 71.089066 0.000000 0.000000 0.373914 93.709969 -7.707520 -16.009663 0.722370 0.000000
15500 74.803940 0.000000 0.000000 0.088469 97.295868 -8.120600 -15.116535 0.656740 0.000000
16000 78.410324 0.000000 0.000000 0.182499 98.901733 -6.569767 -14.890498 0.786355 0.000000
16500 72.607338 0.000000 0.000000 0.351834 94.418678 -6.755669 -16.181513 0.773999 0.000000
17000 82.556931 0.000000 0.000000 0.455081 105.111382 -7.445685 -16.238449 0.674607 0.000000
17500 77.578201 0.000000 0.000000 0.649672 96.296913 -8.097866 -12.008486 0.737961 0.000000
18000 71.474037 0.000000 0.000000 0.326589 92.867867 -7.432873 -14.956500 0.668952 0.000000
18500 76.543892 0.000000 0.000000 0.137828 100.349663 -8.785760 -15.834902 0.677061 0.000000
19000 79.354424 0.000000 0.000000 0.235998 100.037811 -8.539510 -13.018738 0.638861 0.000000
19500 66.379715 0.000000 0.000000 0.411640 88.245895 -6.163026 -16.889313 0.774510 0.000000
20000 68.181381 0.000000 0.000000 0.309550 90.114075 -6.270375 -16.692043 0.720187 0.000000
20500 68.281364 0.000000 0.000000 0.200463 88.164413 -6.126380 -14.710128 0.752998 0.000000
21000 76.439865 0.000000 0.000000 0.257583 97.781960 -7.679547 -14.718714 0.798582 0.000000
21500 70.624786 0.000000 0.000000 0.449734 92.980247 -8.235954 -15.282546 0.713302 0.000000
22000 68.683434 0.000000 0.000000 0.229236 89.978119 -8.372772 -13.936777 0.785632 0.000000
22500 73.055420 0.000000 0.000000 0.265775 94.393532 -9.145930 -13.244252 0.786293 0.000000
23000 64.251488 0.000000 0.000000 0.551301 89.651405 -9.675163 -16.962772 0.686718 0.000000
23500 59.826153 0.000000 0.000000 0.142394 85.750656 -9.978927 -16.731951 0.643978 0.000000
24000 70.984840 0.000000 0.000000 0.263347 91.984955 -7.694614 -14.236689 0.667844 0.000000
24500 68.926216 0.000000 0.000000 0.190498 90.029381 -7.964799 -14.044321 0.715452 0.000000
25000 71.640480 0.000000 0.000000 0.100741 95.162743 -8.345268 -16.027647 0.749915 0.000000
25500 87.411476 0.000000 0.000000 0.115424 107.336235 -6.489822 -14.270779 0.720423 0.000000
26000 84.162743 0.000000 0.000000 0.112521 109.462845 -9.191982 -16.925697 0.705065 0.000000
26500 72.124130 0.000000 0.000000 0.201832 100.238884 -7.949850 -21.151470 0.784733 0.000000
27000 68.982414 0.000000 0.000000 0.148695 93.500908 -8.157038 -17.226763 0.716607 0.000000
27500 78.113503 0.000000 0.000000 0.118965 101.808189 -8.120156 -16.455225 0.761728 0.000000
28000 77.835609 0.000000 0.000000 0.365335 98.014076 -6.766041 -14.595671 0.817920 0.000000
28500 76.158653 0.000000 0.000000 0.277138 95.934517 -7.522926 -13.226376 0.696295 0.000000
29000 76.480408 0.000000 0.000000 0.370714 99.669441 -8.932610 -15.313148 0.686012 0.000000
29500 78.008896 0.000000 0.000000 0.143744 99.050270 -7.229385 -14.677872 0.722141 0.000000
30000 76.427437 0.000000 0.000000 0.230295 100.115150 -8.669570 -15.891174 0.642735 0.000000
30500 75.649506 0.000000 0.000000 0.399959 97.652740 -7.145875 -15.904502 0.647184 0.000000
31000 74.145729 0.000000 0.000000 0.247829 95.208733 -8.172507 -13.793086 0.654765 0.000000
31500 74.485870 0.000000 0.000000 0.174040 98.422203 -9.816123 -14.941621 0.647371 0.000000
32000 66.932289 0.000000 0.000000 0.742612 92.325226 -9.928297 -16.941711 0.734461 0.000000
32500 70.700233 0.000000 0.000000 0.202666 95.620659 -10.415861 -15.326192 0.618964 0.000000
33000 72.703613 0.000000 0.000000 0.868861 96.348518 -9.827002 -15.313568 0.626809 0.000000
33500 70.247383 0.000000 0.000000 0.263185 97.538483 -8.786410 -19.434750 0.666879 0.000000
34000 72.317451 0.000000 0.000000 0.188180 100.291306 -9.235929 -19.652264 0.726161 0.000000
34500 76.579826 0.000000 0.000000 0.347677 102.096642 -9.733984 -16.767700 0.637193 0.000000
35000 75.881180 0.000000 0.000000 0.167137 100.083076 -7.984450 -17.102394 0.717808 0.000000
35500 77.718246 0.000000 0.000000 0.177284 102.277428 -9.573266 -15.826038 0.662845 0.000000
36000 68.654816 0.000000 0.000000 0.734092 94.001556 -9.755784 -17.055180 0.730132 0.000000
36500 65.950623 0.000000 0.000000 0.095007 91.725540 -10.700629 -15.833933 0.664636 0.000000
37000 67.891701 0.000000 0.000000 0.116129 92.660095 -9.901598 -15.666948 0.684019 0.000000
37500 66.564873 0.000000 0.000000 0.582566 90.884407 -10.233217 -15.409749 0.740869 0.000000
38000 71.483864 0.000000 0.000000 0.202447 97.044952 -10.399058 -16.016993 0.652513 0.000000
38500 67.182961 0.000000 0.000000 0.572395 91.712540 -9.112235 -16.594404 0.604666 0.000000
39000 70.807541 0.000000 0.000000 0.690114 94.923874 -8.340240 -17.137173 0.670961 0.000000
39500 74.972084 0.000000 0.000000 0.322238 98.014664 -7.960095 -16.035425 0.630709 0.000000
40000 77.990707 0.000000 0.000000 0.116103 100.132782 -8.732417 -14.152751 0.626987 0.000000
40500 77.340935 0.000000 0.000000 0.275614 101.561974 -9.705359 -15.423723 0.632430 0.000000
41000 68.164604 0.000000 0.000000 0.477681 93.245384 -10.731339 -15.512860 0.685736 0.000000
41500 71.461288 0.000000 0.000000 0.158121 96.418747 -9.413651 -16.353895 0.651967 0.000000
42000 68.120934 0.000000 0.000000 0.207895 91.088348 -7.852475 -15.874823 0.551995 0.000000
42500 69.168915 0.000000 0.000000 0.757402 94.950310 -10.149801 -16.966196 0.577202 0.000000
43000 65.474709 0.000000 0.000000 1.307905 87.483307 -8.437912 -15.438437 0.559843 0.000000
43500 74.232162 0.000000 0.000000 0.145695 93.847862 -8.433945 -11.980153 0.652710 0.000000
44000 76.873161 0.000000 0.000000 0.222445 99.277542 -7.333099 -15.961179 0.667460 0.000000
44500 71.733368 0.000000 0.000000 0.350604 95.177811 -7.253184 -17.213137 0.671272 0.000000
45000 66.839600 0.000000 0.000000 0.384578 91.023209 -7.660367 -17.544041 0.636228 0.000000
45500 68.067986 0.000000 0.000000 0.260099 96.170929 -8.358171 -20.669956 0.665078 0.000000
46000 70.663948 0.000000 0.000000 0.129681 97.870567 -8.391764 -19.600540 0.655998 0.000000
46500 74.390869 0.000000 0.000000 0.305956 98.138077 -8.272669 -16.410316 0.629821 0.000000
47000 69.461220 0.000000 0.000000 1.165331 91.249504 -7.075344 -16.538521 0.660249 0.000000
47500 74.423615 0.000000 0.000000 0.274919 96.133347 -7.404098 -15.200454 0.619907 0.000000
48000 63.707165 0.000000 0.000000 0.878257 87.622543 -9.558560 -15.893142 0.658070 0.000000
