1 1 193.803207 0.000000 1000.000000 0.445419 212.270340 -0.455133 -18.457411 0.000000 0.000000 19.143082
100 2 174.115540 0.000000 1000.000000 1.291692 172.823853 0.000000 0.000000 0.000000 0.000000 10.330378
200 3 171.735977 0.000000 1000.000000 1.169896 170.566086 0.000000 0.000000 0.000000 0.000000 10.536306
300 4 164.784775 0.000000 1000.000000 1.910522 162.874252 0.000000 0.000000 0.000000 0.000000 6.826050
400 5 163.664291 0.000000 1000.000000 0.421075 163.927567 -0.684351 0.000000 0.000000 0.000000 8.478755
500 6 157.578598 0.000000 1000.000000 1.027474 157.086548 -0.535430 0.000000 0.000000 0.000000 6.559152
600 7 141.825607 0.000000 1000.000000 1.260694 141.812302 -1.247396 0.000000 0.000000 0.000000 7.158434
700 8 157.294739 0.000000 1000.000000 1.329009 156.619446 -0.653715 0.000000 0.000000 0.000000 4.546409
800 9 167.329926 0.000000 1000.000000 1.919059 166.720993 -0.792251 -0.517861 0.000000 0.000000 4.585861
900 10 161.917648 0.000000 1000.000000 0.642976 157.419189 -2.318324 6.173815 0.000000 0.000000 4.072039
1000 11 152.190475 0.000000 1000.000000 1.042600 151.147873 0.000000 0.000000 0.000000 0.000000 6.804338
1100 12 140.375610 0.000000 1000.000000 0.346941 141.542877 -1.514200 0.000000 0.000000 0.000000 3.694693
1200 13 155.731567 0.000000 1000.000000 0.572338 160.235809 -2.386017 -2.690561 0.000000 0.000000 3.640027
1300 14 139.480743 0.000000 1000.000000 1.968340 138.887527 -1.375123 0.000000 0.000000 0.000000 5.309700
1400 15 143.549057 0.000000 1000.000000 1.064823 143.782150 -1.297916 0.000000 0.000000 0.000000 3.270068
1500 16 165.295746 0.000000 1000.000000 1.218235 165.244690 -1.167168 0.000000 0.000000 0.000000 2.182445
1600 17 152.412247 0.000000 1000.000000 0.387623 147.313675 -3.528949 8.239899 0.000000 0.000000 3.406563
1700 18 159.582916 0.000000 1000.000000 0.507410 160.800980 -1.725476 0.000000 0.000000 0.000000 2.385086
1800 19 153.611679 0.000000 1000.000000 2.333190 152.487961 -1.209475 0.000000 0.000000 0.000000 2.644964
1900 20 159.684845 0.000000 1000.000000 0.861522 160.371246 -1.547931 0.000000 0.000000 0.000000 3.149484
2000 21 143.023621 0.000000 1000.000000 1.144992 143.410202 -1.531564 0.000000 0.000000 0.000000 2.460160
2100 22 146.886597 0.000000 1000.000000 1.254914 146.521301 -0.889620 0.000000 0.000000 0.000000 2.506797
2200 23 138.581284 0.000000 1000.000000 0.286300 137.347107 -2.448223 3.396108 0.000000 0.000000 3.465925
2300 24 137.209381 0.000000 1000.000000 0.239936 139.450409 -2.480954 0.000000 0.000000 0.000000 3.070779
2400 25 132.467926 0.000000 1000.000000 0.226175 133.055161 -0.813410 0.000000 0.000000 0.000000 3.373740
2500 26 137.732635 0.000000 1000.000000 0.379005 138.725464 -1.371822 0.000000 0.000000 0.000000 2.141983
