1 1 207.254593 0.000000 1000.000000 0.408739 208.826218 -0.369608 -1.610751 0.000000 0.000000 16.045137
100 2 147.971085 0.000000 1000.000000 2.338186 145.632904 0.000000 0.000000 0.000000 0.000000 8.190655
200 3 172.054428 0.000000 1000.000000 0.726823 172.107635 -0.780025 0.000000 0.000000 0.000000 8.672282
300 4 148.155182 0.000000 1000.000000 1.065296 148.286880 -1.196991 0.000000 0.000000 0.000000 5.714178
400 5 144.957657 0.000000 1000.000000 1.946838 145.296783 -2.285964 0.000000 0.000000 0.000000 3.025530
500 6 146.549561 0.000000 1000.000000 0.695510 147.071472 -1.217426 0.000000 0.000000 0.000000 3.629854
600 7 133.688339 0.000000 1000.000000 0.440240 134.954086 -1.705992 0.000000 0.000000 0.000000 2.840329
700 8 153.057755 0.000000 1000.000000 1.257056 152.807510 -1.006798 0.000000 0.000000 0.000000 4.622939
800 9 145.541931 0.000000 1000.000000 0.982898 145.610306 -1.051270 0.000000 0.000000 0.000000 5.415113
900 10 150.729187 0.000000 1000.000000 1.107588 152.353668 -1.606898 -1.125172 0.000000 0.000000 4.999032
1000 11 151.565826 0.000000 1000.000000 1.085892 155.952347 -0.776361 -4.696048 0.000000 0.000000 6.551836
1100 12 143.445557 0.000000 1000.000000 0.350748 143.094803 0.000000 0.000000 0.000000 0.000000 2.755555
1200 13 129.446381 0.000000 1000.000000 0.522247 129.973740 -1.049614 0.000000 0.000000 0.000000 3.107052
1300 14 136.835739 0.000000 1000.000000 0.365333 138.190643 -1.720228 0.000000 0.000000 0.000000 2.129378
1400 15 135.003769 0.000000 1000.000000 0.897208 138.141678 -1.239817 -2.795291 0.000000 0.000000 3.198917
1500 16 141.129059 0.000000 1000.000000 0.683697 141.271149 -0.825790 0.000000 0.000000 0.000000 3.840883
1600 17 139.507034 0.000000 1000.000000 2.390196 138.416977 -1.300144 0.000000 0.000000 0.000000 2.141150
1700 18 144.651306 0.000000 1000.000000 0.960187 137.783783 -1.258082 7.165425 0.000000 0.000000 5.987051
1800 19 147.908508 0.000000 1000.000000 0.486117 153.622360 -2.409134 -3.790833 0.000000 0.000000 3.851012
1900 20 151.364182 0.000000 1000.000000 1.480131 154.985580 -2.263717 -2.837809 0.000000 0.000000 3.759170
2000 21 138.268326 0.000000 1000.000000 0.592283 138.059860 -0.383824 0.000000 0.000000 0.000000 3.492429
2100 22 123.109726 0.000000 1000.000000 0.136252 134.766403 -2.989595 -8.803328 0.000000 0.000000 2.969164
2200 23 155.292267 0.000000 1000.000000 1.319340 141.113342 -2.450678 15.310280 0.000000 0.000000 4.559185
2300 24 135.565674 0.000000 1000.000000 0.236829 135.328842 0.000000 0.000000 0.000000 0.000000 3.598969
2400 25 130.541931 0.000000 1000.000000 1.089186 133.080490 -2.493402 -1.134345 0.000000 0.000000 4.593168
2500 26 142.597229 0.000000 1000.000000 0.848846 142.626266 -0.877880 0.000000 0.000000 0.000000 7.364478
2600 27 137.502823 0.000000 1000.000000 0.723484 138.200119 -1.420780 0.000000 0.000000 0.000000 3.095482
2700 28 154.819763 0.000000 1000.000000 0.892979 156.063431 -2.136647 0.000000 0.000000 0.000000 3.212690
2800 29 151.836472 0.000000 1000.000000 1.071065 152.320480 -1.555065 0.000000 0.000000 0.000000 3.032097
2900 30 130.873093 0.000000 1000.000000 0.357766 131.398026 -0.882702 0.000000 0.000000 0.000000 3.148201
3000 31 158.540695 0.000000 1000.000000 0.662639 157.878052 0.000000 0.000000 0.000000 0.000000 3.602346
3100 32 126.055283 0.000000 1000.000000 0.820719 131.656448 -3.364651 -3.057235 0.000000 0.000000 2.683640
3200 33 131.557510 0.000000 1000.000000 1.514627 137.234375 -3.143147 -4.048357 0.000000 0.000000 1.789462
